10050,1.2.3.0/24,"(10050, 9318, 15830, 198949, 396450, 2152, 25)"
10051,1.2.0.0/16,"(10051, 9950, 17841, 3786, 11164, 10886, 27)"
10051,1.2.3.0/24,"(10051, 9950, 17841, 3786, 2152, 25)"
10052,1.2.0.0/16,"(10052, 3786, 11164, 10886, 27)"
10052,1.2.3.0/24,"(10052, 3786, 2152, 25)"
10053,1.2.0.0/16,"(10053, 3786, 11164, 10886, 27)"
10053,1.2.3.0/24,"(10053, 3786, 2152, 25)"
10054,1.2.0.0/16,"(10054, 9457, 2500, 7660, 11537, 10886, 27)"
10054,1.2.3.0/24,"(10054, 9318, 15830, 198949, 396450, 2152, 25)"
10055,1.2.0.0/16,"(10055, 3786, 11164, 10886, 27)"
10055,1.2.3.0/24,"(10055, 3786, 2152, 25)"
10056,1.2.0.0/16,"(10056, 9457, 2500, 7660, 11537, 10886, 27)"
10056,1.2.3.0/24,"(10056, 9318, 15830, 198949, 396450, 2152, 25)"
10058,1.2.0.0/16,"(10058, 3786, 11164, 10886, 27)"
10058,1.2.3.0/24,"(10058, 3786, 2152, 25)"
10059,1.2.0.0/16,"(10059, 3786, 11164, 10886, 27)"
10059,1.2.3.0/24,"(10059, 3786, 2152, 25)"
10060,1.2.0.0/16,"(10060, 9318, 15830, 20473, 52025, 42, 10886, 27)"
10060,1.2.3.0/24,"(10060, 9318, 15830, 198949, 396450, 2152, 25)"
10061,1.2.0.0/16,"(10061, 9457, 2500, 7660, 11537, 10886, 27)"
10061,1.2.3.0/24,"(10061, 9457, 9002, 198949, 396450, 2152, 25)"
10062,1.2.0.0/16,"(10062, 9318, 15830, 20473, 52025, 42, 10886, 27)"
10062,1.2.3.0/24,"(10062, 9318, 15830, 198949, 396450, 2152, 25)"
10063,1.2.0.0/16,"(10063, 3786, 11164, 10886, 27)"
10063,1.2.3.0/24,"(10063, 3786, 2152, 25)"
10064,1.2.0.0/16,"(10064, 4766, 4651, 13335, 20473, 52025, 42, 10886, 27)"
